type,release_year,rating,listed_in,content_age,added_year,added_month,movie_duration_minutes,season_count,genre_count,cast_count,primary_country
Movie,2016,R,"Dramas, Romantic Movies",10,2019,7,107.0,,2,9,United Kingdom
Movie,2016,R,"Horror Movies, Independent Movies",10,2017,4,76.0,,2,7,United States
TV Show,2012,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas",14,2017,3,,1.0,3,16,United Kingdom
Movie,2015,TV-MA,"Documentaries, International Movies",11,2016,6,95.0,,2,1,United Kingdom
Movie,2018,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",8,2018,7,88.0,,3,5,United States
Movie,2010,R,"Dramas, Sports Movies",16,2019,1,116.0,,2,12,United States
Movie,2009,TV-14,"Horror Movies, International Movies, Thrillers",17,2019,10,121.0,,3,10,Nigeria
Movie,2009,R,Horror Movies,17,2020,1,82.0,,1,9,United States
Movie,2014,TV-14,"Dramas, Independent Movies",12,2016,9,87.0,,2,8,United States
Movie,2019,TV-MA,"Comedies, International Movies",7,2019,12,46.0,,2,12,Brazil
Movie,1996,PG,Comedies,30,2019,11,103.0,,1,15,United States
TV Show,2016,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas",10,2017,9,,1.0,3,11,United Kingdom
Movie,1978,R,"Action & Adventure, Cult Movies, International Movies",48,2018,7,97.0,,3,10,Hong Kong
Movie,1994,PG,"Children & Family Movies, Comedies",32,2019,10,91.0,,2,10,United States
Movie,2000,PG,"Children & Family Movies, Comedies, Romantic Movies",26,2019,10,91.0,,3,7,United States
Movie,1975,TV-MA,"Action & Adventure, Dramas, International Movies",51,2018,7,101.0,,3,5,Hong Kong
Movie,2008,PG-13,"Action & Adventure, Sci-Fi & Fantasy",18,2019,7,104.0,,2,10,United States
Movie,2017,TV-MA,Documentaries,9,2018,1,92.0,,1,1,United States
Movie,2017,R,"Action & Adventure, International Movies",9,2020,2,113.0,,2,14,United Kingdom
Movie,2014,TV-MA,Horror Movies,12,2017,9,89.0,,1,5,United Kingdom
TV Show,2017,TV-14,TV Dramas,9,,,,5.0,1,10,United States
Movie,2016,PG-13,Dramas,10,2020,8,115.0,,1,10,United States
Movie,2016,TV-PG,"Documentaries, Sports Movies",10,2017,10,84.0,,2,1,New Zealand
Movie,2013,R,"Dramas, Thrillers",13,2020,8,106.0,,2,10,United States
TV Show,2015,TV-Y,"British TV Shows, Kids' TV",11,,,,2.0,2,6,United Kingdom
TV Show,2007,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",19,2016,7,,1.0,3,1,Norway
Movie,2003,TV-14,"Comedies, Dramas, International Movies",23,2018,12,124.0,,3,10,Indonesia
Movie,2018,TV-MA,"Documentaries, Sports Movies",8,2019,1,83.0,,2,1,United States
Movie,2019,TV-MA,"Dramas, Independent Movies, Thrillers",7,2020,4,107.0,,3,10,United States
Movie,2011,R,"Dramas, Thrillers",15,2021,1,158.0,,2,10,United States
TV Show,2016,TV-G,"Docuseries, International TV Shows",10,2017,6,,1.0,2,1,India
Movie,2018,TV-MA,"Horror Movies, Independent Movies, International Movies",8,2019,6,95.0,,3,10,Israel
Movie,2017,PG-13,"Comedies, Dramas, Romantic Movies",9,2018,1,97.0,,3,4,United States
Movie,2016,TV-MA,"Dramas, Independent Movies, Thrillers",10,2016,12,97.0,,3,9,United States
Movie,2009,R,Comedies,17,2019,11,89.0,,1,15,United States
Movie,2014,TV-14,"Dramas, Faith & Spirituality",12,2018,10,161.0,,2,7,United Kingdom
Movie,2015,TV-14,"Dramas, Faith & Spirituality",11,2018,10,205.0,,2,9,United States
Movie,2015,TV-14,"Dramas, Faith & Spirituality",11,2018,10,123.0,,2,6,Unknown
Movie,2014,TV-14,"Dramas, Faith & Spirituality",12,2018,10,190.0,,2,8,Unknown
Movie,2018,TV-MA,"Action & Adventure, Dramas, International Movies",8,2019,4,136.0,,3,9,South Korea
TV Show,2018,TV-PG,"British TV Shows, Reality TV",8,2018,12,,4.0,2,2,United Kingdom
Movie,1979,TV-14,"Action & Adventure, Classic Movies, Cult Movies",47,2019,12,161.0,,3,10,India
Movie,2005,R,"Action & Adventure, Dramas",21,2019,11,133.0,,2,15,United States
TV Show,2013,NR,"British TV Shows, Crime TV Shows, International TV Shows",13,2017,3,,1.0,3,17,United Kingdom
Movie,2011,PG-13,"Action & Adventure, Comedies",15,2020,4,119.0,,2,10,United States
TV Show,2013,TV-MA,TV Comedies,13,2019,3,,1.0,1,6,United States
Movie,2017,R,Horror Movies,9,2017,12,94.0,,1,10,United States
Movie,2008,PG-13,"Horror Movies, Thrillers",18,2018,10,85.0,,2,11,United States
Movie,2017,TV-14,"Children & Family Movies, Dramas, Faith & Spirituality",9,2020,6,108.0,,3,5,Spain
Movie,2018,TV-MA,Documentaries,8,2019,5,71.0,,1,1,Canada
Movie,2011,PG-13,Dramas,15,2020,6,147.0,,1,34,United States
Movie,2017,TV-MA,Horror Movies,9,2019,9,88.0,,1,5,Canada
Movie,2015,TV-MA,"Dramas, International Movies",11,2016,6,99.0,,2,8,Spain
Movie,2017,TV-MA,"Dramas, Independent Movies",9,2018,2,96.0,,2,11,United States
Movie,2016,R,Action & Adventure,10,2017,3,97.0,,1,8,United States
Movie,2005,TV-14,"Comedies, Faith & Spirituality, International Movies",21,2018,7,92.0,,3,6,Thailand
TV Show,2015,TV-PG,"International TV Shows, Korean TV Shows, Reality TV",11,2017,6,,1.0,3,4,Unknown
Movie,2016,TV-14,Documentaries,10,2017,6,79.0,,1,1,United States
TV Show,2015,TV-PG,"International TV Shows, Reality TV",11,2017,3,,3.0,2,1,India
Movie,2013,TV-PG,"Documentaries, International Movies, Music & Musicals",13,2017,4,53.0,,3,1,India
Movie,2017,R,"Action & Adventure, Sci-Fi & Fantasy",9,2018,12,94.0,,2,9,Canada
Movie,2014,PG,"Comedies, Dramas",12,2019,1,123.0,,2,8,United States
TV Show,2015,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",11,2017,5,,1.0,3,1,United Kingdom
Movie,2018,PG-13,Action & Adventure,8,2018,9,103.0,,1,7,United Kingdom
Movie,2016,PG-13,"Documentaries, Sports Movies",10,2017,2,111.0,,2,1,United States
Movie,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",17,2019,3,123.0,,2,9,United Kingdom
TV Show,2010,TV-MA,"British TV Shows, TV Comedies",16,,,,3.0,2,10,United Kingdom
Movie,2014,TV-MA,"International Movies, Sci-Fi & Fantasy, Thrillers",12,2017,6,100.0,,3,10,Mexico
Movie,2018,TV-G,Children & Family Movies,8,2019,3,75.0,,1,6,Denmark
Movie,2018,PG,"Children & Family Movies, Comedies",8,2019,1,118.0,,2,10,United States
Movie,1995,PG,"Children & Family Movies, Dramas",31,2020,11,96.0,,2,10,United States
Movie,2009,R,"Comedies, Dramas",17,2018,8,108.0,,2,10,United States
Movie,2016,TV-MA,"Dramas, International Movies, Thrillers",10,2017,5,99.0,,3,8,United Kingdom
Movie,2018,TV-MA,"Dramas, International Movies",8,2019,2,103.0,,2,10,United Kingdom
Movie,2009,PG-13,"Comedies, Romantic Movies",17,2020,1,99.0,,2,10,United States
TV Show,2018,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",8,2020,3,,2.0,3,10,United Kingdom
Movie,2015,TV-MA,"Horror Movies, Independent Movies, Thrillers",11,2016,7,100.0,,3,12,United States
TV Show,2008,TV-MA,"Crime TV Shows, Docuseries",18,2016,12,,1.0,2,1,Unknown
Movie,2011,PG-13,"Dramas, International Movies",15,2019,7,105.0,,2,18,United Kingdom
Movie,2015,TV-14,"Documentaries, International Movies",11,2018,1,52.0,,2,1,France
TV Show,2010,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows",16,2017,12,,1.0,3,1,United States
Movie,2007,PG-13,"Comedies, Dramas, Romantic Movies",19,2019,3,106.0,,3,11,United States
TV Show,2010,TV-Y7,Kids' TV,16,2019,5,,1.0,1,5,India
Movie,2013,TV-PG,"Dramas, International Movies",13,2018,10,90.0,,2,5,Indonesia
Movie,2017,PG-13,"Dramas, Thrillers",9,2018,9,95.0,,2,11,United States
TV Show,2019,TV-PG,Reality TV,7,2019,5,,1.0,1,1,Unknown
Movie,2010,R,"Dramas, International Movies",16,2018,6,118.0,,2,11,United Kingdom
TV Show,2009,TV-MA,"Romantic TV Shows, TV Dramas",17,,,,6.0,2,10,Canada
TV Show,2017,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",9,2018,1,,1.0,3,5,South Korea
Movie,2006,PG,"Dramas, Romantic Movies, Sci-Fi & Fantasy",20,2019,9,98.0,,3,8,United States
Movie,2017,PG,"Children & Family Movies, Faith & Spirituality",9,2018,6,86.0,,2,17,United States
Movie,2016,TV-MA,"Documentaries, International Movies",10,2017,1,84.0,,2,1,Belgium
Movie,1992,R,"Classic Movies, Dramas",34,2016,11,93.0,,2,6,Australia
Movie,2010,PG-13,"Horror Movies, Independent Movies, Thrillers",16,2019,9,88.0,,3,10,France
Movie,2016,R,Dramas,10,2020,1,131.0,,1,8,United States
Movie,2018,TV-MA,"Comedies, International Movies",8,2018,12,44.0,,2,14,Brazil
Movie,2014,TV-PG,Documentaries,12,2016,5,96.0,,1,1,United Kingdom
Movie,2018,TV-14,Documentaries,8,2019,4,70.0,,1,1,United States
Movie,2019,PG,"Dramas, Sports Movies",7,2019,10,88.0,,2,8,United States
Movie,2017,TV-MA,Documentaries,9,2017,12,87.0,,1,1,United States
Movie,2016,TV-14,"Comedies, Dramas, International Movies",10,2019,4,118.0,,3,4,India
TV Show,2013,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",13,2017,10,,1.0,3,5,Unknown
Movie,2017,R,"Comedies, Independent Movies",9,2018,12,89.0,,2,14,Canada
Movie,2018,PG,"Children & Family Movies, Dramas",8,2018,12,85.0,,2,10,United States
Movie,2015,PG,Children & Family Movies,11,2020,11,107.0,,1,12,France
Movie,2006,R,"Dramas, International Movies, Thrillers",20,2019,3,138.0,,3,9,Germany
TV Show,2015,TV-14,"Crime TV Shows, TV Dramas, TV Thrillers",11,2016,2,,1.0,3,11,United States
Movie,2015,R,"Comedies, International Movies, Romantic Movies",11,2018,12,119.0,,3,11,Ireland
Movie,2017,R,"Horror Movies, International Movies",9,2018,8,93.0,,2,10,Ireland
Movie,2019,TV-PG,"Documentaries, Faith & Spirituality",7,2019,6,87.0,,2,1,United States
Movie,1974,R,"Classic Movies, Comedies, Sports Movies",52,2019,11,121.0,,3,13,United States
Movie,2008,PG,"Comedies, Dramas, Sports Movies",18,2019,1,95.0,,3,10,United States
Movie,2014,PG-13,"Documentaries, International Movies",12,2016,2,103.0,,2,1,Denmark
Movie,2003,PG-13,"Action & Adventure, Sci-Fi & Fantasy",23,2020,1,201.0,,2,12,New Zealand
Movie,2002,PG-13,"Action & Adventure, Sci-Fi & Fantasy",24,2020,1,179.0,,2,12,New Zealand
Movie,2008,PG-13,"Comedies, Sports Movies",18,2019,11,87.0,,2,9,United Kingdom
Movie,2016,TV-14,"Documentaries, International Movies",10,2017,2,98.0,,2,1,United Kingdom
Movie,1982,TV-14,"Dramas, International Movies",44,2019,10,82.0,,2,8,Poland
Movie,1993,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",33,2018,8,85.0,,3,6,Hong Kong
Movie,2017,TV-PG,Documentaries,9,2018,4,90.0,,1,3,United States
TV Show,2012,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",14,2016,1,,1.0,3,1,United Kingdom
Movie,2009,TV-14,"Documentaries, Music & Musicals",17,2018,1,68.0,,2,2,United States
Movie,1998,PG-13,"Action & Adventure, Romantic Movies",28,2020,1,138.0,,2,10,United States
Movie,1999,R,"Action & Adventure, Sci-Fi & Fantasy",27,2019,11,136.0,,2,10,United States
Movie,2003,R,"Action & Adventure, Sci-Fi & Fantasy",23,2019,11,138.0,,2,12,United States
Movie,2003,R,"Action & Adventure, Sci-Fi & Fantasy",23,2019,11,129.0,,2,11,United States
Movie,2018,TV-14,Documentaries,8,2019,4,116.0,,1,1,United States
Movie,2017,TV-MA,"Dramas, International Movies",9,2017,9,130.0,,2,10,South Korea
Movie,1944,TV-PG,"Classic Movies, Documentaries",82,2017,3,40.0,,2,1,United States
Movie,2009,R,Comedies,17,2019,6,94.0,,1,12,United States
TV Show,2015,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",11,2016,4,,1.0,3,8,United States
TV Show,2016,TV-PG,Docuseries,10,,,,5.0,1,9,United States
TV Show,2012,TV-G,"Kids' TV, TV Comedies",14,,,,2.0,2,1,France
TV Show,2017,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",9,,,,3.0,3,14,Spain
Movie,2016,TV-MA,"Dramas, Independent Movies, International Movies",10,2016,12,104.0,,3,7,Denmark
Movie,2016,R,"Horror Movies, Independent Movies",10,2019,1,91.0,,2,7,United States
Movie,2015,TV-MA,Dramas,11,2015,12,70.0,,1,9,New Zealand
TV Show,2018,TV-MA,Docuseries,8,2018,2,,1.0,1,1,United States
TV Show,2017,TV-MA,"International TV Shows, TV Comedies, TV Dramas",9,2017,7,,1.0,3,3,Sweden
Movie,2011,PG,"Children & Family Movies, Comedies",15,2020,9,104.0,,2,16,United States
TV Show,2015,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",11,2017,3,,1.0,3,1,United Kingdom
Movie,2017,TV-PG,"Dramas, International Movies, Music & Musicals",9,2018,7,115.0,,3,8,Italy
Movie,1991,PG-13,Comedies,35,2020,1,85.0,,1,7,Unknown
Movie,1988,PG-13,"Comedies, Cult Movies",38,2021,1,85.0,,2,8,United States
Movie,1984,PG,"Classic Movies, Dramas, Sports Movies",42,2020,1,138.0,,3,10,United States
Movie,1944,TV-14,"Classic Movies, Documentaries",82,2017,3,40.0,,2,1,United States
TV Show,2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",5,2021,1,,1.0,2,3,United States
Movie,2018,TV-MA,"Comedies, Independent Movies, Romantic Movies",8,2019,4,82.0,,3,6,Canada
TV Show,2017,TV-14,Docuseries,9,2018,9,,1.0,1,1,United States
Movie,2016,TV-14,"Documentaries, International Movies",10,2016,12,90.0,,2,1,Germany
Movie,2018,PG,Children & Family Movies,8,2019,5,99.0,,1,15,United States
TV Show,2012,TV-14,TV Comedies,14,,,,9.0,1,15,United States
Movie,2014,R,"Comedies, Dramas, Independent Movies",12,2019,5,91.0,,3,3,United States
Movie,2008,TV-PG,"Comedies, International Movies",18,2019,2,106.0,,2,11,Philippines
Movie,2010,PG-13,"Action & Adventure, Comedies",16,2020,2,108.0,,2,10,United States
Movie,2001,R,"Action & Adventure, Comedies",25,2018,8,94.0,,2,10,United Kingdom
Movie,2016,NR,"Dramas, Independent Movies, LGBTQ Movies",10,2019,1,87.0,,3,5,United Kingdom
Movie,1997,R,Action & Adventure,29,2020,1,124.0,,1,10,United States
Movie,1993,PG-13,"Dramas, Thrillers",33,2019,11,141.0,,2,11,United States
Movie,2018,TV-14,"Documentaries, International Movies, Sports Movies",8,2018,9,93.0,,3,1,Unknown
Movie,2012,PG-13,"Comedies, Dramas",14,2020,4,103.0,,2,11,United States
Movie,2004,PG-13,"Dramas, Music & Musicals, Romantic Movies",22,2019,6,141.0,,3,9,United Kingdom
Movie,2013,R,"Action & Adventure, Dramas, International Movies",13,2015,7,155.0,,3,9,Germany
Movie,2006,PG,"Children & Family Movies, Comedies",20,2019,7,93.0,,2,11,United States
Movie,2014,G,Children & Family Movies,12,2014,6,78.0,,1,19,United States
Movie,2017,R,Dramas,9,2018,3,118.0,,1,10,Somalia
Movie,2012,PG,"Children & Family Movies, Comedies",14,2020,10,88.0,,2,18,United Kingdom
Movie,2012,R,"Dramas, Independent Movies",14,2017,5,140.0,,2,10,United States
Movie,2015,TV-MA,"Dramas, International Movies, Thrillers",11,2018,3,124.0,,3,8,India
Movie,2012,TV-MA,"Comedies, International Movies",14,2019,6,110.0,,2,9,Egypt
Movie,2004,G,Children & Family Movies,22,2021,1,100.0,,1,10,United States
Movie,2017,TV-14,Documentaries,9,2018,8,96.0,,1,1,Canada
Movie,2004,TV-MA,"Comedies, Dramas, International Movies",22,2017,10,116.0,,3,10,South Korea
Movie,2014,R,Action & Adventure,12,2019,2,91.0,,1,8,United States
Movie,2004,PG,"Comedies, Romantic Movies",22,2020,10,111.0,,2,9,United States
Movie,2009,G,Children & Family Movies,17,2019,7,98.0,,1,39,United States
Movie,2017,TV-MA,"Action & Adventure, Dramas, International Movies",9,2017,11,125.0,,3,8,South Korea
Movie,2019,TV-14,Documentaries,7,2019,8,76.0,,1,1,United States
Movie,2006,PG-13,Dramas,20,2019,10,117.0,,1,8,United States
Movie,2018,TV-MA,"Documentaries, Sports Movies",8,2019,6,90.0,,2,1,United States
TV Show,2009,TV-PG,"Docuseries, Science & Nature TV",17,2016,2,,1.0,2,1,Canada
Movie,2008,TV-PG,"Children & Family Movies, Dramas, International Movies",18,2018,10,119.0,,3,5,Indonesia
Movie,1997,PG-13,"Dramas, Thrillers",29,2019,11,136.0,,2,10,United States
TV Show,2016,TV-14,Reality TV,10,2019,9,,1.0,1,1,United States
Movie,2010,TV-PG,"Documentaries, International Movies",16,2017,1,52.0,,2,1,India
TV Show,2006,TV-MA,"British TV Shows, Docuseries, International TV Shows",20,2017,12,,1.0,3,1,United Kingdom
Movie,2015,TV-PG,"Documentaries, Sports Movies",11,2017,6,81.0,,2,1,United States
Movie,2016,TV-MA,"Documentaries, Sports Movies",10,2019,2,77.0,,2,3,United States
Movie,2017,TV-14,"Documentaries, Sports Movies",9,2018,7,120.0,,2,1,United States
Movie,2016,TV-MA,"Dramas, Independent Movies, International Movies",10,2018,1,102.0,,3,4,New Zealand
Movie,2015,TV-14,"Dramas, International Movies",11,2019,6,90.0,,2,7,Unknown
TV Show,2015,TV-MA,"International TV Shows, TV Dramas, TV Horror",11,2019,2,,1.0,3,29,France
Movie,2016,TV-MA,"Horror Movies, International Movies",10,2017,1,90.0,,2,6,United Kingdom
Movie,2016,TV-MA,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",10,2018,2,92.0,,3,9,Serbia
Movie,2011,TV-14,"Dramas, International Movies, Romantic Movies",15,2019,6,93.0,,3,7,Egypt
Movie,2002,PG-13,"Horror Movies, Thrillers",24,2020,1,116.0,,2,10,United States
Movie,2014,R,"Dramas, International Movies",12,2017,3,107.0,,2,11,United Kingdom
Movie,2016,NR,"Dramas, Independent Movies",10,2017,1,87.0,,2,6,United States
Movie,1994,PG-13,Action & Adventure,32,2018,9,111.0,,1,9,United States
TV Show,2017,TV-14,"International TV Shows, TV Dramas",9,2018,9,,1.0,2,4,Russia
Movie,2016,TV-MA,"Documentaries, International Movies, Music & Musicals",10,2019,3,101.0,,3,4,United Kingdom
Movie,2011,PG-13,Thrillers,15,2020,4,91.0,,1,11,United States
Movie,2014,R,"International Movies, Thrillers",12,2018,7,103.0,,2,8,Australia
Movie,2011,R,"Comedies, Dramas",15,2019,12,120.0,,2,9,United States
Movie,2015,R,"Dramas, Independent Movies",11,2017,9,90.0,,2,7,United States
Movie,2014,R,"Dramas, Independent Movies, International Movies",12,2017,3,92.0,,3,10,Denmark
Movie,2012,PG-13,"Comedies, Dramas, Independent Movies",14,2019,4,99.0,,3,10,Australia
Movie,2001,R,"Dramas, Thrillers",25,2019,11,124.0,,2,8,Germany
Movie,2015,PG-13,Dramas,11,2018,11,111.0,,1,5,United States
Movie,2016,TV-G,Documentaries,10,2018,4,32.0,,1,1,United States
Movie,2019,PG,"Children & Family Movies, Comedies",7,2019,12,86.0,,2,12,United States
Movie,2014,R,Documentaries,12,2017,4,104.0,,1,1,United States
TV Show,2015,TV-PG,Docuseries,11,2018,9,,1.0,1,1,United States
Movie,2014,TV-MA,"Comedies, International Movies, Music & Musicals",12,2018,3,123.0,,3,5,India
Movie,2017,TV-MA,Dramas,9,2020,6,105.0,,1,8,United States
Movie,1955,TV-14,"Classic Movies, Comedies, Independent Movies",71,2020,11,97.0,,3,13,Italy
Movie,2014,PG-13,"Sci-Fi & Fantasy, Thrillers",12,2018,7,97.0,,2,6,United States
Movie,2015,NR,"Horror Movies, Independent Movies, International Movies",11,2017,1,90.0,,3,11,Mexico
Movie,2013,TV-14,"Dramas, International Movies, Romantic Movies",13,2018,9,163.0,,3,7,Indonesia
TV Show,2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",9,,,,3.0,3,10,Ukraine
Movie,2010,PG-13,Dramas,16,2020,4,121.0,,1,10,United States
Movie,2016,PG-13,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",10,2019,6,120.0,,3,7,United States
Movie,2013,R,"Dramas, Independent Movies, Romantic Movies",13,2018,7,95.0,,3,10,United States
Movie,1978,TV-MA,"Dramas, Independent Movies, International Movies",48,2019,10,84.0,,3,8,Poland
Movie,2010,PG,"Action & Adventure, Children & Family Movies, Comedies",16,2020,11,94.0,,3,11,United States
Movie,2019,TV-MA,"Documentaries, International Movies",7,2019,4,94.0,,2,1,United Kingdom
Movie,2015,R,"Dramas, Independent Movies, Thrillers",11,2017,6,122.0,,3,10,United States
TV Show,2017,TV-14,Docuseries,9,,,,2.0,1,1,United States
TV Show,2017,TV-14,Docuseries,9,2019,2,,1.0,1,1,United States
Movie,2017,TV-14,Thrillers,9,2019,3,90.0,,1,6,United States
Movie,2015,TV-MA,"Documentaries, International Movies",11,2017,3,91.0,,2,1,United Kingdom
Movie,2017,R,Horror Movies,9,2019,2,89.0,,1,10,United States
TV Show,1989,TV-Y7,Kids' TV,37,2016,5,,1.0,1,9,United States
Movie,2018,TV-14,Documentaries,8,2018,8,98.0,,1,1,United States
Movie,2009,R,Action & Adventure,17,2019,9,106.0,,1,12,United States
Movie,1999,R,"Dramas, Thrillers",27,2020,1,139.0,,2,10,United States
Movie,1974,R,"Cult Movies, Horror Movies, Independent Movies",52,2019,10,83.0,,3,10,United States
Movie,2013,TV-14,"Dramas, International Movies",13,2019,6,96.0,,2,3,Egypt
Movie,2016,TV-14,"Comedies, Dramas, Independent Movies",10,2018,4,94.0,,3,9,United States
Movie,2017,TV-G,Documentaries,9,2018,11,58.0,,1,1,United Kingdom
Movie,2002,PG-13,"Action & Adventure, Sci-Fi & Fantasy",24,2019,11,96.0,,2,10,United States
Movie,2009,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy",17,2019,10,107.0,,3,11,United States
TV Show,2016,TV-MA,"Crime TV Shows, Docuseries",10,2018,1,,1.0,2,1,United States
Movie,2017,R,"Dramas, Independent Movies, Sports Movies",9,2019,12,104.0,,3,13,United States
Movie,1996,R,Thrillers,30,2018,1,94.0,,1,8,United States
